,Prompt,class_0,class_100,Answer
10,Is the mixture between (O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1) and (NC1CC(N)CC(N)C1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
11,Is the mixture between (NCC(CN)O) and (O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
12,Is the mixture between (N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)o3)cc(-c3ccc(C=O)o3)c2)o1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
13,Is the mixture between (COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC) and (CCc1c(CN)c(CC)c(CN)c(CC)c1CN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
14,Is the mixture between (NCCCCCCNCCCCCCN) and (C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'dissolved', 'turbid']",1
15,Is the mixture between (NC1=NON=C1N) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
16,Is the mixture between (NC1=NON=C1N) and (O=Cc1cc(C=O)cc(C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'dissolved', 'turbid']",0
17,Is the mixture between (Nc1ccc(Oc2ccc(N)cc2)cc1) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
18,Is the mixture between (NCCN) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
19,Is the mixture between (CC(C)(C)c1cc(C=O)c(O)c(C=O)c1) and (Cc1c(CN)c(C)c(CN)c(C)c1CN) turbid or dissolved?,"['dissolved', 'turbid', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
20,Is the mixture between (O=Cc1ccsc1C=O) and (Cc1c(CN)c(C)c(CN)c(C)c1CN) turbid or dissolved?,"['dissolved', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
21,Is the mixture between (N[C@H]1CC[C@H](N)CC1) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
22,Is the mixture between (CN(CCCN)CCCN) and (O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
23,Is the mixture between (N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2) and (C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
24,Is the mixture between (CN(CCCN)CCCN) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
25,Is the mixture between (NCC1=CC(CN)=CC=C1) and (C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
26,Is the mixture between (NCCCCCCN) and (O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'dissolved', 'turbid']",1
27,Is the mixture between (N[C@H]1CC[C@H](N)CC1) and (O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
28,Is the mixture between (CC(C)(CN)CN) and (C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
29,Is the mixture between (N[C@@H]1[C@H](CCCC1)N) and (O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
30,Is the mixture between (NCCCC[C@H](N)C(=O)O) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['dissolved', 'turbid', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
31,Is the mixture between (O=Cc1ccc(C=O)cc1) and (Cc1c(CN)c(C)c(CN)c(C)c1CN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
32,Is the mixture between (NCC(CN)O) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
33,Is the mixture between (CCCCC(CC)COc1cc(C=O)c(OC)cc1C=O) and (NCCCN(CCCN)CCCN) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
34,Is the mixture between (NCc1ccc(CN)cc1) and (C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
35,Is the mixture between (O=Cc1cc2sc(C=O)cc2s1) and (Cc1c(CN)c(C)c(CN)c(C)c1CN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
36,Is the mixture between (NCCCC[C@H](N)C(=O)O) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'dissolved', 'turbid']","['turbid', 'dissolved', 'dissolved']",1
37,Is the mixture between (NCCCCCCNCCCCCCN) and (O=Cc1cc(C=O)cc(C=O)c1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
38,Is the mixture between (NCCCCCCN) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
39,Is the mixture between (CCCCC(CC)COc1cc(C=O)c(OC)cc1C=O) and (Cc1c(CN)c(C)c(CN)c(C)c1CN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
40,Is the mixture between (NCCCC[C@H](N)C(=O)O) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
41,Is the mixture between (NCC(CN)O) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'dissolved', 'turbid']",0
42,Is the mixture between (N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
43,Is the mixture between (NCCCC[C@H](N)C(=O)O) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'dissolved']",1
44,Is the mixture between (NCCCC[C@H](N)C(=O)O) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'dissolved', 'dissolved']",1
45,Is the mixture between (CN(CCCN)CCCN) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
46,Is the mixture between (NCCCCCCN) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
47,Is the mixture between (CC(C=O)=Cc1ccc(C=C(C)C=O)cc1) and (CCc1c(CN)c(CC)c(CN)c(CC)c1CN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
48,Is the mixture between (NCCOCCN) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
49,Is the mixture between (NCCOCCN) and (C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O) turbid or dissolved?,"['dissolved', 'turbid', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
50,Is the mixture between (NCC(CN)O) and (O=Cc1cc(C=O)cc(C=O)c1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'turbid']",1
51,Is the mixture between (NC1=NON=C1N) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'turbid']",0
52,Is the mixture between (CCCCC(CC)COc1cc(C=O)c(OC)cc1C=O) and (Nc1nc(N)nc(N)n1) turbid or dissolved?,"['dissolved', 'turbid', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
53,Is the mixture between (NCC1CCC(CN)CC1) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
54,Is the mixture between (O=Cc1c2ccccc2c(C=O)c2ccccc12) and (Nc1nc(N)nc(N)n1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
55,Is the mixture between (NCc1ccc(CN)cc1) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'dissolved', 'turbid']",1
56,Is the mixture between (N[C@H]1CCC[C@H](C1)N) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
57,Is the mixture between (Cn1nc(-c2ccc(C=O)cc2)cc1C=O) and (Nc1nc(N)nc(N)n1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
58,Is the mixture between (N[C@@H]1[C@H](CCCC1)N) and (O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
59,Is the mixture between (NCCCCCCNCCCCCCN) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
60,Is the mixture between (CC(C)(C)c1cc(C=O)c(O)c(C=O)c1) and (NC1CC(N)CC(N)C1) turbid or dissolved?,"['dissolved', 'turbid', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
61,Is the mixture between (Nc1ccc(Oc2ccc(N)cc2)cc1) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'dissolved', 'dissolved']",0
62,Is the mixture between (NCCCCCCNCCCCCCN) and (O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
63,Is the mixture between (NCC1CCC(CN)CC1) and (O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'turbid']",0
64,Is the mixture between (NCc1ccc(CN)cc1) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'dissolved', 'dissolved']",1
65,Is the mixture between (N[C@@H]1[C@H](CCCC1)N) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
66,Is the mixture between (N[C@@H]1[C@H](CCCC1)N) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'dissolved']",1
67,Is the mixture between (COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC) and (NC1CC(N)CC(N)C1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
68,Is the mixture between (O=Cc1ccc(-c2ccc(C=O)cc2)cc1) and (NCCCN(CCCN)CCCN) turbid or dissolved?,"['dissolved', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
69,Is the mixture between (NC1=NON=C1N) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
70,Is the mixture between (NCCN) and (O=Cc1cc(C=O)cc(C=O)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
71,Is the mixture between (NCC1CCC(CN)CC1) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'turbid']","['dissolved', 'turbid', 'dissolved']",1
72,Is the mixture between (NCCCCCCNCCCCCCN) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)o3)cc(-c3ccc(C=O)o3)c2)o1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
73,Is the mixture between (CC(C)(CN)CN) and (O=Cc1cc(C=O)cc(C=O)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
74,Is the mixture between (N[C@H]1CC[C@H](N)CC1) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)o3)cc(-c3ccc(C=O)o3)c2)o1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
75,Is the mixture between (O=Cc1c(F)c(F)c(C=O)c(F)c1F) and (NCCCN(CCCN)CCCN) turbid or dissolved?,"['dissolved', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
76,Is the mixture between (O=Cc1ccc2ccc3ccc(C=O)nc3c2n1) and (Cc1c(CN)c(C)c(CN)c(C)c1CN) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
77,Is the mixture between (O=Cc1ccc(-c2ccc(C=O)cc2)cc1) and (NCCN(CCN)CCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
78,Is the mixture between (CN(CCCN)CCCN) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
79,Is the mixture between (NCCCCCCNCCCCCCN) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'turbid']",1
80,Is the mixture between (O=Cc1ccc(C=O)cc1) and (NCCCN(CCCN)CCCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
81,Is the mixture between (N[C@H]1CN(Cc2ccccc2)C[C@@H]1N) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
82,Is the mixture between (NCC(CN)O) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",1
83,Is the mixture between (NCC1CCC(CN)CC1) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'dissolved']",1
84,Is the mixture between (NCC1=CC(CN)=CC=C1) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
85,Is the mixture between (N[C@H]1CC[C@H](N)CC1) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
86,Is the mixture between (O=Cc1c2ccccc2c(C=O)c2ccccc12) and (NC1CC(N)CC(N)C1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'dissolved', 'dissolved']",0
87,Is the mixture between (NCCN) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
88,Is the mixture between (NCCN) and (O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
89,Is the mixture between (NCCOCCN) and (O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
90,Is the mixture between (N[C@@H]1[C@H](CCCC1)N) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)o3)cc(-c3ccc(C=O)o3)c2)o1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
91,Is the mixture between (N[C@H]1CN(Cc2ccccc2)C[C@@H]1N) and (C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
92,Is the mixture between (N[C@H]1CN(Cc2ccccc2)C[C@@H]1N) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
93,Is the mixture between (NC1=NON=C1N) and (O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",0
94,Is the mixture between (N[C@H]1CC[C@H](N)CC1) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
95,Is the mixture between (NCC(CN)O) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
96,Is the mixture between (O=Cc1c2ccccc2c(C=O)c2ccccc12) and (NCCN(CCN)CCN) turbid or dissolved?,"['dissolved', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
97,Is the mixture between (CC(C=O)=Cc1ccc(C=C(C)C=O)cc1) and (Nc1nc(N)nc(N)n1) turbid or dissolved?,"['turbid', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'turbid']",0
98,Is the mixture between (NCCN) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
99,Is the mixture between (NCC1=CC(CN)=CC=C1) and (O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'turbid']",1
100,Is the mixture between (NCCCC[C@H](N)C(=O)O) and (O=Cc1cc(C=O)cc(C=O)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
101,Is the mixture between (N[C@H]1CC[C@H](N)CC1) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
102,Is the mixture between (N[C@@H]1[C@H](CCCC1)N) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
103,Is the mixture between (N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
104,Is the mixture between (NCCCCCCN) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
105,Is the mixture between (NC1=NON=C1N) and (C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
106,Is the mixture between (NCCCCCCN) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['turbid', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'turbid']",1
107,Is the mixture between (N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
108,Is the mixture between (NCC1=CC(CN)=CC=C1) and (O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
109,Is the mixture between (NCCN) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'dissolved', 'turbid']",0
110,Is the mixture between (NCc1ccc(CN)cc1) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
111,Is the mixture between (Nc1ccc(Oc2ccc(N)cc2)cc1) and (O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
