,Prompts,turbidity
10,Would the mixture involving the ditopic Cn1nc(-c2ccc(C=O)cc2)cc1C=O and tritopic Nc1nc(N)nc(N)n1 building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 262.0 and of the tritopic specie is 63.3. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 3 and of the tritopic specie is 0.0. The exact mass of the ditopic specie is 214.074227566 and of the tritopic specie is 126.06539422. The molecular weight of the ditopic specie is 214.22 and of the tritopic specie is 126.12. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  3 and of the tritopic specie is 6.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 16 and of the tritopic specie is 9.0. The logP (octanol/water partition coefficient) of the ditopic specie is 1.2 and of the tritopic specie is -1.4. The TPSA (topological polar surface area) of the ditopic specie is 52.0 and of the tritopic specie is 117.0. ,0
11,Would the mixture involving the ditopic CC(C=O)=Cc1ccc(C=C(C)C=O)cc1 and tritopic Nc1nc(N)nc(N)n1 building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 273.0 and of the tritopic specie is 63.3. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 4 and of the tritopic specie is 0.0. The exact mass of the ditopic specie is 214.099379685 and of the tritopic specie is 126.06539422. The molecular weight of the ditopic specie is 214.26 and of the tritopic specie is 126.12. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 6.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 16 and of the tritopic specie is 9.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.4 and of the tritopic specie is -1.4. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 117.0. ,0
12,Would the mixture involving the ditopic COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC and tritopic Nc1nc(N)nc(N)n1 building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 352.0 and of the tritopic specie is 63.3. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 9 and of the tritopic specie is 0.0. The exact mass of the ditopic specie is 330.11033829 and of the tritopic specie is 126.06539422. The molecular weight of the ditopic specie is 330.3 and of the tritopic specie is 126.12. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  6 and of the tritopic specie is 6.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 24 and of the tritopic specie is 9.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.4 and of the tritopic specie is -1.4. The TPSA (topological polar surface area) of the ditopic specie is 71.1 and of the tritopic specie is 117.0. ,0
13,Would the mixture involving the ditopic Cn1nc2c(C=O)cccc2c1C=O and tritopic Nc1nc(N)nc(N)n1 building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 244.0 and of the tritopic specie is 63.3. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 0.0. The exact mass of the ditopic specie is 188.058577502 and of the tritopic specie is 126.06539422. The molecular weight of the ditopic specie is 188.18 and of the tritopic specie is 126.12. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  3 and of the tritopic specie is 6.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 14 and of the tritopic specie is 9.0. The logP (octanol/water partition coefficient) of the ditopic specie is 0.8 and of the tritopic specie is -1.4. The TPSA (topological polar surface area) of the ditopic specie is 52.0 and of the tritopic specie is 117.0. ,0
14,Would the mixture involving the ditopic O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1 and tritopic Nc1nc(N)nc(N)n1 building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 272.0 and of the tritopic specie is 63.3. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 8 and of the tritopic specie is 0.0. The exact mass of the ditopic specie is 284.10485899 and of the tritopic specie is 126.06539422. The molecular weight of the ditopic specie is 284.31 and of the tritopic specie is 126.12. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  4 and of the tritopic specie is 6.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 21 and of the tritopic specie is 9.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.8 and of the tritopic specie is -1.4. The TPSA (topological polar surface area) of the ditopic specie is 52.6 and of the tritopic specie is 117.0. ,0
15,Would the mixture involving the ditopic CCCCC(CC)COc1cc(C=O)c(OC)cc1C=O and tritopic Nc1nc(N)nc(N)n1 building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 305.0 and of the tritopic specie is 63.3. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 10 and of the tritopic specie is 0.0. The exact mass of the ditopic specie is 292.16745924 and of the tritopic specie is 126.06539422. The molecular weight of the ditopic specie is 292.4 and of the tritopic specie is 126.12. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  4 and of the tritopic specie is 6.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 21 and of the tritopic specie is 9.0. The logP (octanol/water partition coefficient) of the ditopic specie is 3.9 and of the tritopic specie is -1.4. The TPSA (topological polar surface area) of the ditopic specie is 52.6 and of the tritopic specie is 117.0. ,0
16,Would the mixture involving the ditopic O=Cc1cccc(C=O)c1 and tritopic Cc1c(CN)c(C)c(CN)c(C)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 117.0 and of the tritopic specie is 144.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 3.0. The exact mass of the ditopic specie is 134.03677943 and of the tritopic specie is 207.173547683. The molecular weight of the ditopic specie is 134.13 and of the tritopic specie is 207.32. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 10 and of the tritopic specie is 15.0. The logP (octanol/water partition coefficient) of the ditopic specie is 1.2 and of the tritopic specie is -0.4. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 78.1. ,0
17,Would the mixture involving the ditopic CC(C)(C)c1cc(C=O)c(O)c(C=O)c1 and tritopic Cc1c(CN)c(C)c(CN)c(C)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 224.0 and of the tritopic specie is 144.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 3 and of the tritopic specie is 3.0. The exact mass of the ditopic specie is 206.094294304 and of the tritopic specie is 207.173547683. The molecular weight of the ditopic specie is 206.24 and of the tritopic specie is 207.32. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  3 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 1 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 15 and of the tritopic specie is 15.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.7 and of the tritopic specie is -0.4. The TPSA (topological polar surface area) of the ditopic specie is 54.4 and of the tritopic specie is 78.1. ,1
18,Would the mixture involving the ditopic O=Cc1cc2sc(C=O)cc2s1 and tritopic Cc1c(CN)c(C)c(CN)c(C)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 185.0 and of the tritopic specie is 144.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 3.0. The exact mass of the ditopic specie is 195.96527171 and of the tritopic specie is 207.173547683. The molecular weight of the ditopic specie is 196.3 and of the tritopic specie is 207.32. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  4 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 12 and of the tritopic specie is 15.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.3 and of the tritopic specie is -0.4. The TPSA (topological polar surface area) of the ditopic specie is 90.6 and of the tritopic specie is 78.1. ,0
19,Would the mixture involving the ditopic O=Cc1ccc(C=O)cc1 and tritopic Cc1c(CN)c(C)c(CN)c(C)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 107.0 and of the tritopic specie is 144.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 3.0. The exact mass of the ditopic specie is 134.03677943 and of the tritopic specie is 207.173547683. The molecular weight of the ditopic specie is 134.13 and of the tritopic specie is 207.32. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 10 and of the tritopic specie is 15.0. The logP (octanol/water partition coefficient) of the ditopic specie is 0.9 and of the tritopic specie is -0.4. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 78.1. ,0
20,Would the mixture involving the ditopic O=Cc1c(F)c(F)c(C=O)c(F)c1F and tritopic Cc1c(CN)c(C)c(CN)c(C)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 195.0 and of the tritopic specie is 144.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 3.0. The exact mass of the ditopic specie is 205.99909195 and of the tritopic specie is 207.173547683. The molecular weight of the ditopic specie is 206.09 and of the tritopic specie is 207.32. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  6 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 14 and of the tritopic specie is 15.0. The logP (octanol/water partition coefficient) of the ditopic specie is 1.2 and of the tritopic specie is -0.4. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 78.1. ,1
21,Would the mixture involving the ditopic O=Cc1ccc(-c2ccc(C=O)cc2)cc1 and tritopic Cc1c(CN)c(C)c(CN)c(C)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 207.0 and of the tritopic specie is 144.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 3 and of the tritopic specie is 3.0. The exact mass of the ditopic specie is 210.068079557 and of the tritopic specie is 207.173547683. The molecular weight of the ditopic specie is 210.23 and of the tritopic specie is 207.32. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 16 and of the tritopic specie is 15.0. The logP (octanol/water partition coefficient) of the ditopic specie is 3.3 and of the tritopic specie is -0.4. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 78.1. ,1
