,Prompt,Answer
10,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
11,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
12,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
13,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
14,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
15,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
16,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
17,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
18,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
19,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
20,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
21,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
22,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
23,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
24,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
25,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
26,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
27,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
28,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
29,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
30,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
31,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
32,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
33,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
34,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
35,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
36,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
37,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
38,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
39,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
40,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
41,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
42,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
43,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
44,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
45,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
46,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
47,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
48,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
49,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
50,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",1
51,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The number of aromatic groups: 0, 4. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 7.1. The TPSA (topological polar surface area): 52.0, 51.2.",0
